source_row,index,valid,issues,x_mm,y_mm,z_mm,r11,r12,r13,r21,r22,r23,r31,r32,r33
114,114,True,,1095.0601363944124,-403.38924682413636,1010.554551761981,-0.2249703224924291,0.28321282638138956,0.9322976182371793,-0.9573593506012461,0.11373737882246195,-0.26556897875120133,-0.18124962845206802,-0.9522889811562774,0.24554891275329774
115,115,True,,1095.6170278898803,-405.87288965586873,1010.5537476756738,-0.2252497785494759,0.2861135093208837,0.9313439735390469,-0.9612258981585149,0.09082060434425515,-0.26037740020190075,-0.15908271424881018,-0.9538818991943567,0.2545623939559779
116,116,True,,1096.018741203622,-409.2880411961091,1010.7218419271694,-0.22594281733194352,0.2882621310270589,0.930513184813543,-0.9651740777994929,0.06306048893520426,-0.253894415612379,-0.13186676169529024,-0.9554728246009888,0.2639750719462083
117,117,True,,1096.5644648452692,-411.1185955799372,1010.8357273263503,-0.22635935184312844,0.2911006237667643,0.9295277675657461,-0.9674854200181924,0.043361041797985334,-0.24918222670651138,-0.11284239400766305,-0.9557092899500319,0.271820431935911
118,118,True,,1097.0178919608074,-412.2143129685399,1010.9675702966147,-0.2267763021917725,0.2934600932590373,0.9286838441733672,-0.9690604351326635,0.027408934851806437,-0.24529701048072822,-0.09743911855471055,-0.9555783191108339,0.2781648687749669
119,119,True,,1097.6286286014813,-411.5944262392161,1010.9600476474061,-0.2266891977616021,0.29656518544508326,0.9277182214444882,-0.9697007834949076,0.020334207984851336,-0.2434479625607722,-0.09106260542925168,-0.9547961095268205,0.2829699473882063
120,120,True,,1098.261860372086,-410.55730499738485,1010.9265224280739,-0.22651645130203293,0.29977178019551165,0.9267292900777161,-0.9701263266175353,0.015414840173809138,-0.24211008468459783,-0.08686315498012356,-0.9538863991591607,0.28732478105111164
121,121,True,,1098.5817554869466,-412.2663049490471,1011.08527407865,-0.22661350497039073,0.3013999912915074,0.9261772857366531,-0.9715968141491292,-0.0034069306731969633,-0.23661788511997658,-0.06816120671098133,-0.9534917084447392,0.29361132782444815
122,122,True,,1098.986753593953,-414.1242605096727,1011.3142758887348,-0.22675576650979581,0.3034603248341667,0.9254694233771837,-0.972730999421135,-0.023004372066442662,-0.2307925510734451,-0.04874653956656877,-0.9525663389587997,0.300401639081604
123,123,True,,1099.2052142515345,-416.87149097025065,1011.6509150973299,-0.2270975747702926,0.30457877914294545,0.9250180856768393,-0.9735649406888954,-0.04715201181042766,-0.22349047864205918,-0.024453993434177403,-0.9513193234019912,0.3072353285790862
124,124,True,,1099.0524864526055,-419.42177952072876,1012.1351994501482,-0.22748170642542748,0.3038214477616666,0.9251727412336469,-0.9737821237027257,-0.07032097244632206,-0.21634078762732978,-0.0006699244624550348,-0.9501302482892587,0.3118526294373772
125,125,True,,1099.283065292781,-418.26735853659267,1012.1833519138643,-0.22753802930121994,0.3049883652964884,0.9247748603068171,-0.9737631093597884,-0.07462290496637757,-0.21498099661210948,0.0034426837894335344,-0.9494279957364617,0.3139659676464493
126,126,True,,1099.6002401032392,-417.29410943847716,1012.2385535656656,-0.22758485375967494,0.3065920190024872,0.924232907996229,-0.9737221203137596,-0.07982983573803486,-0.21328954437035788,0.008388489188396643,-0.9484874966018355,0.3167034923064778
127,127,True,,1099.9414226403708,-417.0523145685968,1012.3450568159375,-0.22748802937732854,0.308314930599827,0.9236834414772432,-0.9736310327177689,-0.08865520482518546,-0.2101972092734234,0.01708240670838437,-0.947144211948016,0.32035298212194163
128,128,True,,1100.3405992031796,-417.882060330007,1012.554581359835,-0.22738097014230804,0.31032972960713484,0.9230348603054521,-0.9733037031234544,-0.10286045343213986,-0.2051819402528042,0.031269728225770656,-0.9450477162777005,0.3254335847066023
129,129,True,,1100.0930118638723,-422.3329788191969,1013.26162386431,-0.22698309730042304,0.309088597097291,0.9235490851515882,-0.9717228984156014,-0.13523079597132517,-0.193564564204672,0.06506367830586784,-0.9413696781633613,0.3310435723585645
130,130,True,,1099.4593189674408,-425.7587673230403,1014.0767754689653,-0.22636130141198668,0.3059009103094428,0.9247622366289218,-0.9694910703115589,-0.1624397012470144,-0.18357670888467523,0.09406181908308917,-0.938103393305149,0.3333382631204304
131,131,True,,1099.2615050101022,-424.94396505291706,1014.2638911246707,-0.22616856778094535,0.3049063106812548,0.9251377846865094,-0.9688923435697381,-0.1683822034602306,-0.18136995376803222,0.10047589521799037,-0.9373790990120399,0.33350415172156367
132,132,True,,1099.2048617895507,-424.0871701912669,1014.4262592619572,-0.22601048692636627,0.30462652758200803,0.9252685764104578,-0.968285946216236,-0.17409651404231577,-0.17920025155797759,0.10649688333202771,-0.9364256951256954,0.33431322341319764
133,133,True,,1099.1815945118412,-422.92552743922744,1014.5343324849254,-0.22581934547400268,0.3045198553822292,0.9253503557505552,-0.9678382786049472,-0.17824866903553607,-0.1775288102085757,0.11088142169320159,-0.935678935140172,0.3349779704073811
134,134,True,,1098.9271291877208,-423.4170830225543,1014.8755831838766,-0.22512421595180904,0.30327450213452156,0.9259285413827254,-0.9663898789295754,-0.19057930782667987,-0.17254022525424098,0.12413576960152897,-0.9336509539347999,0.33598542665132736
135,135,True,,1098.5161713016228,-426.3552376310558,1015.5954706138988,-0.22370979089064544,0.3012915626607936,0.9269181861033264,-0.9629988246237985,-0.2149733669936558,-0.1625414262783292,0.15029036307377214,-0.9289832322237189,0.3382350676886205
136,136,True,,1098.3394556773214,-428.7794135237142,1016.2932324450198,-0.2225185056215242,0.30049167296864326,0.9274644301171175,-0.9593668981029937,-0.2367830735360842,-0.15345660921265472,0.17349544512811793,-0.9239256087820661,0.34097037988142737
137,137,True,,1098.124665640203,-429.909983883168,1016.8249610975894,-0.22155771978481392,0.29948591530121477,0.928019592109966,-0.9564540470634777,-0.2521861110268853,-0.1469619721595704,0.19002061114428814,-0.9201686540745285,0.3423182954488734
138,138,True,,1097.7891511438445,-429.9461751773644,1017.217019111199,-0.22068310450188597,0.2978548850992247,0.9287526230433686,-0.9544091501707802,-0.2621853979028296,-0.14269544911041845,0.20100283942695635,-0.9179004763856824,0.34213531532602515
139,139,True,,1097.5683107749405,-428.58392082795933,1017.3535533940203,-0.2202541544875704,0.2967675151289085,0.9292024264901478,-0.9537478894295244,-0.26530808658272964,-0.1413385389854395,0.2045802308134714,-0.9173552535185178,0.34147659949443515
140,140,True,,1097.3218050608698,-428.1797041820508,1017.6349854743507,-0.21942481859281548,0.29560202132130575,0.9297699683127373,-0.952061569744585,-0.27307839324586325,-0.1378657265520856,0.21314670159537252,-0.9154494175720557,0.3413515013384256
141,141,True,,1097.2603539220333,-428.4104325262235,1017.9930168422111,-0.2185474873775915,0.2954045653026911,0.9300393209748015,-0.9495870749300825,-0.2839102644227395,-0.13296371264800025,0.2247696218056865,-0.9122122036860383,0.34256023201707225
142,142,True,,1097.0706891403252,-431.02229918761947,1018.7627700395163,-0.21663268357598514,0.2947084864490094,0.9307078964001547,-0.9440054148899404,-0.30624291840617673,-0.12275606536761968,0.24884544815033013,-0.9051862697483882,0.344548632262355
143,143,True,,1096.3547402810082,-434.74048284837806,1019.9283478917873,-0.2134196453574731,0.2914774674196625,0.9324660535172903,-0.9362138998184656,-0.33379206341704226,-0.10993812890209419,0.2792052806846437,-0.8964506368933055,0.3441230402797763
144,144,True,,1095.638920918084,-435.5106540851106,1020.5967339252951,-0.21115665258991767,0.2880998033175029,0.9340296416042894,-0.9320878582914788,-0.3470831745068467,-0.10366047655617838,0.2943214101838755,-0.8924862874591778,0.34182324994755553
145,145,True,,1095.1308460443013,-434.5294220137157,1020.8848812109225,-0.20988239197845251,0.2856473908330223,0.9350694892079893,-0.930511979539846,-0.35196226490166665,-0.10134110724738639,0.30016135239274305,-0.8913630754050651,0.3396690011381432
146,146,True,,1094.7019035198998,-433.4284375022016,1021.1284795826396,-0.20873452820159438,0.28359255884726664,0.9359514716602124,-0.9291030383671248,-0.35625029626942784,-0.09926364140470559,0.30528255900629975,-0.8903151054398688,0.33784844559678034
147,147,True,,1094.2305066643166,-432.20817834767104,1021.3571387144198,-0.20753317032776142,0.2813218042560836,0.9369034238723917,-0.9278647614958239,-0.359959893025036,-0.0974467022926,0.3098337741241364,-0.8895430950007461,0.3357322065999734
148,148,True,,1093.4950391581617,-434.2309140440903,1022.219195051955,-0.20412603060644274,0.27810799671879816,0.9386098794440182,-0.9211874158530498,-0.3790306977678068,-0.0880311025923787,0.33127980394650985,-0.8826050488812687,0.33355961863879086
149,149,True,,1093.0954009730294,-436.8697257678566,1023.2401583320941,-0.20083453493941314,0.27666596489215867,0.9397454088453747,-0.912880596969785,-0.4008854754282015,-0.0770704305605844,0.3554075199707495,-0.8733537539055957,0.3330746392135638
150,150,True,,1092.8846201424772,-438.504586065822,1024.045077651513,-0.19838785467327263,0.2760882299212565,0.9404347656361307,-0.9059077353126418,-0.4179120334597676,-0.06841569549630211,0.3741302369748496,-0.8655199718021933,0.33301913487466955
151,151,True,,1092.306272641482,-439.6721793064021,1024.8745055182962,-0.1953190303652081,0.2736667830354094,0.9417839286376919,-0.8994981586577884,-0.4326704228302259,-0.06082242825768959,0.3908369723406975,-0.859012687374851,0.33067153488105555
152,152,True,,1091.7801433645745,-438.5391063186754,1025.1695590562445,-0.19362449589410682,0.2712122852886845,0.9428432801363344,-0.8976892178958173,-0.4366971266356877,-0.05873404176225159,0.39580755761272274,-0.8577525959719525,0.32801960526777646
153,153,True,,1091.2951904492086,-437.0920346758916,1025.387630554816,-0.1921851867164443,0.26891704618149365,0.9437947214727289,-0.8965231360086946,-0.43926253135426424,-0.05739943509634688,0.3991379718943077,-0.8571651245945933,0.32551010517468487
154,154,True,,1090.79530880212,-436.74509327313405,1025.8288648802386,-0.1899918836927445,0.2667473088155239,0.9448539344102656,-0.8929850438940345,-0.4469081841172455,-0.05339275560031979,0.4080205822166964,-0.8538846223048532,0.3231102850093855
155,155,True,,1090.5366633786914,-436.7697742930526,1026.316212701853,-0.18807759990930256,0.26583755988928476,0.9454931031818621,-0.8885357367052049,-0.456239974470497,-0.048469890580637685,0.41848663181766643,-0.849220511673659,0.32201469150123224
156,156,True,,1089.9651124921054,-440.5441134488371,1027.696113424641,-0.18285809458835323,0.2641625465470251,0.9469852513346276,-0.8751412629537869,-0.48264666960750313,-0.03435057775986538,0.4479851416276746,-0.8350271500487733,0.3194353949740945
157,157,True,,1089.2218798729612,-444.04349615666865,1029.239852871538,-0.17704572907309796,0.26168322933517896,0.948776421134973,-0.8614033189565506,-0.5074968020007471,-0.020768198035788187,0.4760663104102352,-0.8209560788761643,0.31526494357707924
158,158,True,,1088.6992286992704,-443.39107322467254,1029.693136881198,-0.17461169773243437,0.25947068046320954,0.9498345755945906,-0.8578873059533864,-0.513542448763141,-0.01742192877949418,0.48325989415534787,-0.8178930977201825,0.3122671218726786
159,159,True,,1088.122647655285,-442.65574701716486,1030.1468225922358,-0.17203270312813548,0.25699209948624124,0.950978343526329,-0.8545333710536998,-0.5192002298701123,-0.014277221663282684,0.4900790413902911,-0.8150988787285114,0.3089277441174503
160,160,True,,1087.5717972894715,-441.1693008502615,1030.3957045823367,-0.1700663444904991,0.2544705007881547,0.9520095601937328,-0.8531521062310482,-0.5214999625969419,-0.013010482116919086,0.493162166133175,-0.8144216065650605,0.3057916360118777
161,161,True,,1086.9785745974973,-440.41456314623133,1030.8288169439245,-0.1674087902767233,0.2519357851601574,0.9531540573767805,-0.8497681914831107,-0.527062854114927,-0.009938237054457984,0.4998683003368062,-0.8116237477846261,0.3023219713326016
162,162,True,,1086.4676244616583,-441.643817696244,1031.723768757946,-0.1634251488442028,0.25035171643098936,0.9542621436509509,-0.8407618624162027,-0.5414015960415168,-0.0019500025991881832,0.5161508611168721,-0.8026258965942701,0.29896481178318546
163,163,True,,1086.3312529004122,-443.41542356252455,1032.7180945279974,-0.16007119012788842,0.2507501608784215,0.9547259140247986,-0.8298131519051636,-0.5579919576326358,0.007423485873696418,0.5345908220464128,-0.7910558337037562,0.2973942180792961
164,164,True,,1085.9971491348952,-445.71243634732696,1033.9375895291396,-0.15558296801758437,0.25043845567897155,0.9555493289098012,-0.8167710454183378,-0.576676271153923,0.01815317201601372,0.5555888762647027,-0.777640699941264,0.29427188510930824
165,165,True,,1085.3126641871663,-446.8830020497363,1035.007236828973,-0.15065049020196727,0.248215483351965,0.9569187549767523,-0.806754309956728,-0.5903098329701152,0.02611100275819232,0.5713597055867263,-0.7680646944907346,0.2891793767001795
166,166,True,,1084.6892209433074,-445.5844282199805,1035.3581745101571,-0.14789005733296942,0.24554438516973404,0.9580378311182021,-0.8044921490852012,-0.5933087340535151,0.02787701842180622,0.5752572581048635,-0.7666111798085342,0.28528299281632963
167,167,True,,1084.09959236705,-444.376149699419,1035.7244276926644,-0.14516318164583164,0.2430620839783691,0.9590873130359674,-0.8019110789629642,-0.596697357885212,0.029847688842889717,0.5795397071218796,-0.764769956539154,0.2815326649683594
168,168,True,,1083.4751244853164,-443.1848418097302,1036.1003752987149,-0.14229679320353253,0.24042506249513285,0.9601809266842383,-0.7992432634009526,-0.600164071723141,0.03183226226481702,0.5839193681940913,-0.7628885084577641,0.2775595343541658
169,169,True,,1082.7605217229036,-444.00509340370667,1037.0284878974228,-0.13737282677042809,0.23811193681055998,0.961473562826054,-0.7897725032063303,-0.6121736544774792,0.03876609269574242,0.5978194540530686,-0.7540199747433829,0.27215028576813816
170,170,True,,1082.3184201293252,-446.67318101477616,1038.4515100347555,-0.13169066246506977,0.23782748248188348,0.962338639978589,-0.7735143055061041,-0.6317809244583108,0.050284020006477616,0.6199461174948356,-0.7377607688586671,0.2671626084169484
171,171,True,,1082.2551075074566,-448.47116834745646,1039.5961174109016,-0.12808583249184197,0.23902914721942978,0.9625274470343296,-0.7597376626802368,-0.6474839459214091,0.05969274394105902,0.6374893751428667,-0.723622558074024,0.2645329658593862
172,172,True,,1081.9863018401957,-449.1059948464922,1040.4757745636261,-0.12463899979184444,0.23889760225235676,0.9630124897263606,-0.749888850335995,-0.6582396611078213,0.06623640001102452,0.6497167320245404,-0.713896690132918,0.261188981284847
173,173,True,,1081.483002919093,-448.48610362646986,1041.044257070851,-0.12131381394706096,0.23723280188819645,0.9638483056238123,-0.7446318320099943,-0.663829792826188,0.06966664132696593,0.6563584335582637,-0.709260603632132,0.2571828198623039
174,174,True,,1080.9609352885443,-446.87853418817485,1041.3100108322367,-0.1187937440236066,0.23507432503617195,0.9646906800055872,-0.7431222908642525,-0.6654167789704868,0.07063831173809203,0.658526618445693,-0.7084917585782707,0.25373632145428077
175,175,True,,1080.4383310183741,-445.9245853274425,1041.7610448398145,-0.11572857498738352,0.23318376495197587,0.96552173911011,-0.7390477577905714,-0.6696697704407997,0.07314923282233092,0.6636379348983287,-0.7051012199114312,0.24983386688616338
176,176,True,,1080.0221665400754,-445.22583368888536,1042.2602172236107,-0.11286340135330107,0.2318901602816309,0.9661722445814325,-0.7339216238833133,-0.6749397509967423,0.07625865538373973,0.6697916859975527,-0.7004878914649525,0.24636519900249876
177,177,True,,1079.587175150765,-447.5467869331628,1043.642112302539,-0.10722675945822452,0.23193871180101897,0.9668023872664837,-0.7164845569371348,-0.6922070785557249,0.08659815279754153,0.6893129200346428,-0.6834133407868422,0.2404036270688979
178,178,True,,1079.2920793297787,-450.7081410255847,1045.3779749936773,-0.10122987624164677,0.23311058046566166,0.9671669811522017,-0.6948043858403519,-0.7123561866433745,0.09897236365734273,0.7120388876831886,-0.6619729002201465,0.23407798230721222
179,179,True,,1079.117881923927,-451.2140996395094,1046.2593861397497,-0.09810323235279685,0.23361870923220188,0.9673665564296778,-0.6839345102968435,-0.721949103628733,0.10499084433742813,0.722917243830129,-0.6513154308523246,0.23060543815508966
180,180,True,,1078.7160053904763,-450.73228351193774,1046.8934732910957,-0.09477218547689996,0.23270345383010635,0.9679190748381147,-0.6772395274106131,-0.7276977841800791,0.10863957571738132,0.7296333705174001,-0.6452170467950632,0.22656148647216218
181,181,True,,1078.2318765255031,-449.1808539570043,1047.191229544075,-0.09204031518769058,0.23089967362635352,0.9686144336625353,-0.6752414257882428,-0.7293919908324601,0.10971025753739613,0.7318316727770203,-0.643950824542297,0.22304649356509562
182,182,True,,1077.7786645962613,-447.3743134877741,1047.3959011528445,-0.08968939494498097,0.2290907107763626,0.9692642873181618,-0.6743744814212671,-0.7301248999285851,0.11016664337298603,0.7329221454166878,-0.6437663215330969,0.21997738978709863
183,183,True,,1077.3841578279075,-446.4893729161905,1047.8578047625576,-0.08682396827264463,0.22800914716828058,0.9697800922585411,-0.669337514215276,-0.7343560203680826,0.11273210462538054,0.7378678002172925,-0.6393223476124903,0.2163747795972259
184,184,True,,1077.2755781648777,-445.650004202991,1048.251288592939,-0.08527862628030441,0.22816678279001817,0.9698801344140404,-0.6640476044675697,-0.73873098445874,0.11540065685039774,0.7428111031080691,-0.6342053703902812,0.2145115690761221
185,185,True,,1077.1242944001904,-447.4440059413978,1049.4444342805307,-0.08123253533656553,0.22962269619986594,0.9698838552077758,-0.6464190030937945,-0.752823726401331,0.12409234225543052,0.7586459962604551,-0.6168710192229152,0.20958625432232764
186,186,True,,1076.78705896085,-449.3010517975588,1050.8234447971322,-0.07605329654869038,0.23042901674646973,0.9701125524006646,-0.6279677336317642,-0.7668064085156119,0.13290770247346234,0.7745143133612592,-0.5990913119889522,0.2030201425915505
187,187,True,,1076.4166150684466,-449.91101960208243,1051.8019782368124,-0.07190435249314531,0.23040306962884985,0.970435051715541,-0.6151151207094108,-0.7761421461630656,0.13869663739268373,0.7851516747528395,-0.5869563820719509,0.19753241044906417
188,188,True,,1076.0548350299093,-450.73076160520367,1052.898942211643,-0.06753463766404653,0.2305825124962875,0.9707063292502454,-0.6009384709061998,-0.7860496303713259,0.14491008514944895,0.7964370828260726,-0.5735483271041784,0.19165147945031386
189,189,True,,1075.7145346373707,-451.83591541115067,1054.086371308582,-0.0631664870210085,0.230984695974985,0.9709047662581376,-0.5849064438414658,-0.7968233088753276,0.1515158948285778,0.8086374013549923,-0.5583177273366109,0.18543696630264103
190,190,True,,1075.4969368323134,-452.7065573388013,1055.2117542075048,-0.05955690747725016,0.23179937289553892,0.9709387341624502,-0.5697640952958175,-0.8065540085461625,0.15760554244650044,0.8196473939954211,-0.5438195307483467,0.1801068224503536
191,191,True,,1075.2671852289106,-451.60415383915574,1055.612167848644,-0.057513290962098645,0.23146674450359941,0.971141270645839,-0.5649602517099703,-0.8095561257868965,0.1594954331280916,0.8231112533251602,-0.5394831094573918,0.17732974724977202
192,192,True,,1074.8490886168765,-450.4974864523401,1056.0803473152096,-0.054389780461298706,0.23043438099087463,0.9715666461127226,-0.5601423782452435,-0.8125297165518107,0.16135667266647832,0.8266088965618108,-0.5354394977750399,0.17326937509923326
193,193,True,,1074.3633944509986,-449.1595483342818,1056.481346179241,-0.051101734768834076,0.2289962408864131,0.9720850448204147,-0.5565293536418168,-0.8147464714531293,0.16267533860329594,0.8292549012448691,-0.5326808696720459,0.1690780880149625
194,194,True,,1073.870468132933,-448.6875688582063,1057.1785407236198,-0.04709234204450993,0.22804938567215627,0.972510045714344,-0.5481264405946065,-0.8198173271106385,0.16570140400810102,0.8350686896548393,-0.5252552026050962,0.1636070160305757
195,195,True,,1073.646700241638,-450.0221517723713,1058.4090347964996,-0.04322808955089184,0.22922238066866055,0.972413714667976,-0.5294885490178681,-0.8306422727026532,0.17226517714942852,0.8472149719715373,-0.507435232320306,0.15727770429181706
196,196,True,,1073.9182942813993,-450.94129416039783,1059.3647856682155,-0.04261243851568408,0.23196351811775998,0.971790670024249,-0.5128289159412959,-0.8398390818411613,0.17797982915676258,0.8574326113801728,-0.4907782013034267,0.15474519077228507
197,197,True,,1073.9928454860406,-450.6277255416886,1059.944338011871,-0.041784123902359,0.23327092632855106,0.9715136447418184,-0.5030571229714192,-0.8450305281208061,0.18126482717722647,0.8632425024391643,-0.4811528670533837,0.15265746135999442
198,198,True,,1073.5724301360203,-449.97408134387734,1060.5917680195737,-0.03817195747259879,0.2326664024166224,0.9718072066254791,-0.49516422568154644,-0.8491251683099004,0.18384460326013904,0.8679604203348819,-0.47418645460323916,0.14762084880837673
199,199,True,,1073.0097853614586,-448.6388813834628,1061.0398057264354,-0.034210339921696725,0.23113789878935456,0.9723193530860548,-0.4912152243083574,-0.8511541988375633,0.1850517041501537,0.8703661620548746,-0.4712873874234574,0.14265672926798773
200,200,True,,1072.4892657214489,-448.3679043650168,1061.8381913801968,-0.029802748200726068,0.23037417730633347,0.9726456367198252,-0.4808405125265663,-0.8563927613788009,0.18810592699641712,0.8763014308517779,-0.4620813528897508,0.13629609531716033
201,201,True,,1072.5139798737,-449.1001766962258,1062.795417852574,-0.028172548029768027,0.2320515026332466,0.9722954322957416,-0.464207637728407,-0.8644728716937371,0.19286763124017411,0.8852782481300003,-0.44591339319562495,0.13207448336692987
202,202,True,,1073.0425907032725,-449.61410725201176,1063.4984365263094,-0.02999193080598988,0.23521721614466026,0.971479976796066,-0.44864851209411916,-0.87167981126186,0.19720248282975855,0.8932049018463019,-0.42993856289898486,0.13167321462656667
203,203,True,,1073.0940257207826,-449.65152903262947,1064.2229311340893,-0.02905361922892991,0.2365712269640779,0.9711796650375313,-0.43585945532458104,-0.8773568271464697,0.20067768451833254,0.8995456755573115,-0.41746742679182836,0.1286021973138464
204,204,True,,1072.5890698391734,-448.93341566068773,1064.89165606649,-0.02490788888748609,0.23577545833442612,0.9714883068356305,-0.4277158718982332,-0.8808660069536433,0.2028157062948492,0.9035699917535458,-0.41046925712011073,0.12278541835967949
205,205,True,,1071.9403683655348,-447.5459197474039,1065.37036799029,-0.0202064237219657,0.23415071188489414,0.9719903006533378,-0.4237844646268919,-0.8825392209708853,0.203792175975923,0.9055376458111871,-0.40779647812591546,0.11706239552833667
206,206,True,,1071.4119780822841,-447.1962415799781,1066.157920716988,-0.015771591527355244,0.23343667890734993,0.9722440916978622,-0.4130699598727169,-0.887030652809712,0.2062760995043496,0.9105627189553976,-0.3983515255608833,0.11041556471743738
207,207,True,,1071.7518852971855,-447.2775582610434,1066.7612216497785,-0.017020029037217634,0.23553719210011637,0.9717162907706989,-0.3994016652900406,-0.8925523774741309,0.20935272443610312,0.9166180384299202,-0.3845419152743554,0.10926521414437401
208,208,True,,1072.4968573769536,-447.73604909315407,1067.3295053713218,-0.021004977666099423,0.23888868035431504,0.970819751195772,-0.38302545760691703,-0.8988695641228115,0.21289670152136903,0.9234989386773862,-0.3673767889949513,0.11038118122896023
209,209,True,,1072.4170789149086,-448.1438014785352,1068.2436277785437,-0.019334914723979114,0.2398693860100915,0.9706126100189294,-0.36676114572236285,-0.9048198118041585,0.21630388381882323,0.93011419893529,-0.35180077575501306,0.10546938473858111
210,210,True,,1071.8107167967187,-447.3166394430166,1068.9189400693062,-0.014516098500985392,0.23883859955122355,0.9709507743694941,-0.35873888437221363,-0.9076477106449103,0.21790375444317814,0.9333250750535365,-0.3451546852144175,0.09885619631994323
211,211,True,,1071.060250130761,-445.99937847832433,1069.4788030003162,-0.008858664713071339,0.23720327714696657,0.971419646378557,-0.3540318433547674,-0.9092785963222604,0.21880102413161892,0.9351914124660934,-0.3419752031667782,0.09203250767372338
212,212,True,,1070.4345429184916,-445.6288453196654,1070.3079889189842,-0.003750313131762327,0.23629181848870034,0.9716749001938441,-0.3426511482997059,-0.9131615551285313,0.2207400389692265,0.9394552281616761,-0.3321176760585708,0.08439030471059789
213,213,True,,1070.7141403800783,-445.3544091061278,1070.804457833078,-0.0051439678332987765,0.23775611709235867,0.9713112623562514,-0.3304845239500113,-0.917149491163367,0.2227482666336863,0.9437973929951622,-0.3198575302286036,0.083292504654342
214,214,True,,1071.2525321388953,-445.3983696938447,1071.281930729358,-0.008437114441231231,0.23987994996277784,0.9707658959325677,-0.31589816557877926,-0.921724525004245,0.22501610828929824,0.9487555871160221,-0.304764679074781,0.0835543314531212
215,215,True,,1071.265657418425,-445.34417268183734,1071.977020778039,-0.007928230749238114,0.2406703084293894,0.9705745441735476,-0.3018654099139161,-0.9258999657425102,0.22712667772747896,0.9533175847820549,-0.2911821699186289,0.07999078988726452
216,216,True,,1070.9982455786203,-444.5667071080944,1072.514929162208,-0.005593454684881711,0.24051277497575496,0.970629856504605,-0.2929499286277186,-0.9284534460271516,0.2283736803515712,0.9561114226813227,-0.2830685493546907,0.07565146254057711
217,217,True,,1070.2734809193146,-443.72288197319966,1073.2399653067127,0.0001948260218686619,0.23935470515715782,0.9709321743365762,-0.2844602256483337,-0.930807622777479,0.22952025924401012,0.9586878230513416,-0.27623630192005644,0.06790554789272472
218,218,True,,1069.6022610134703,-443.19466620628543,1074.0337287413095,0.005608150186874806,0.23834824309031674,0.9711635617480924,-0.2734925906837749,-0.9337850018477702,0.2307539234016123,0.9618577605304012,-0.2669001411388148,0.059949671955083404
219,219,True,,1069.7126950422758,-442.7423597625864,1074.523006206654,0.005101539112194226,0.23905311506484747,0.9709930908489925,-0.26186910140835823,-0.9368006628812885,0.23201097334556764,0.9650899170679724,-0.2554567012293306,0.05782149920888209
220,220,True,,1070.038265739067,-442.2570437129779,1074.881583473229,0.0028477235103818543,0.2400831012979921,0.9707481624715788,-0.2503729591098305,-0.9396616885181756,0.2331293470967535,0.9681452741285244,-0.24371297791112703,0.057434419822045134
221,221,True,,1070.3286990759325,-441.85801149203775,1075.2996897074884,0.0008392504073463314,0.24100247020852275,0.9705241393248002,-0.2381257738076532,-0.9425585065600258,0.2342639057982267,0.9712339633205072,-0.2313034177540923,0.056597857097382104
222,222,True,,1070.314219832807,-441.3563691977479,1075.7992732674718,0.001120840353669876,0.24124137577727803,0.97046449823267,-0.226545793781551,-0.9451722262475748,0.23521578614134372,0.97399987014208,-0.22011828943386225,0.053592831796070606
223,223,True,,1069.5858704282746,-440.8699406719015,1076.6397051160463,0.007028229915329176,0.24024238258801467,0.9706874891501854,-0.2147504034823636,-0.947700007937155,0.2361079396379511,0.9766436751386963,-0.21011495083489495,0.044931495047798906
224,224,True,,1068.9038193468446,-440.05415939293,1077.3388593812488,0.012527788130207959,0.23923086786171577,0.9708818910592035,-0.20540259552403084,-0.9496359155365107,0.23664615288469115,0.9785973780245665,-0.20238631323600795,0.037241803637585405
225,225,True,,1068.7411843837538,-439.2977380109413,1077.8226333490043,0.013916967704351104,0.23911663912498865,0.9708911117645923,-0.19552302932312582,-0.9515898206914694,0.23716567660748364,0.9806003584611951,-0.19313219837703752,0.03350956484093001
226,226,True,,1068.9584401264315,-438.4422552047476,1078.0816339344576,0.012215089240256155,0.23953298789148017,0.970811381941226,-0.1863569153482326,-0.9533280756224732,0.2375640552184689,0.9824061745005191,-0.18381928065829248,0.03299364122863162
227,227,True,,1069.5106404217795,-437.88477442092545,1078.277734910956,0.007760403272770563,0.24034311622477156,0.9706569747466971,-0.17471038530945152,-0.9554301323536839,0.23796962717045453,0.9845892836132573,-0.17143059433481558,0.03457591531608299
228,228,True,,1069.5811604112528,-437.67020085627837,1078.7960717250924,0.007120235018251291,0.2403082666611488,0.970670510125655,-0.1601529461443434,-0.9578909059133478,0.2383192107443145,0.9870665307336541,-0.15715263072192,0.031665668516674794
229,229,True,,1068.8449919486004,-437.2608483558259,1079.641522869394,0.013072958001658218,0.23924660082180377,0.9708708265079857,-0.1470686538153947,-0.9599340518335197,0.23853181589760641,0.9890398924381234,-0.14590298189445775,0.022636497968790574
230,230,True,,1068.0858874608202,-436.32429047329975,1080.3300717647958,0.01926677565580975,0.2382106594677669,0.9710223854637752,-0.13822949812658183,-0.9612412087240313,0.23855386079130353,0.9902128039989697,-0.13882010073002723,0.014407721187026202
231,231,True,,1067.5904133056765,-435.49962051663175,1080.925693176959,0.023309446477048575,0.2375020210643046,0.9711073368558722,-0.12839551229711924,-0.9626156833073777,0.23850710402969305,0.9914490718775695,-0.1302452925868768,0.008056154918131731
