row_label,inserted_transition_point,frame_a_origin_dy_mm,frame_a_origin_dz_mm,x_mm,y_mm,z_mm,r11,r12,r13,r21,r22,r23,r31,r32,r33
0,0,-3.9988197335288977,4.000399442910962,1037.6010964515604,-657.8626536358515,1026.6112833467266,-0.201812918553196,-0.26999847564874563,0.9414735094798977,0.19475070453164292,0.930995071633983,0.30873992239045417,-0.9598665058170693,0.24566033408059326,-0.13530443921003305
1,0,-3.998997327116174,4.0002249428889325,1036.0114636413866,-656.0528949821552,1027.943416136762,-0.21565392602140301,-0.26442127151179357,0.9399865825444753,0.19181751924779958,0.9324098375774158,0.3062971336765613,-0.9574442143024184,0.24636007379635116,-0.15035720979680733
2,0,-3.9991914706350604,4.000064609571939,1034.301558284453,-654.2778128642994,1029.4218552776013,-0.23073029070440845,-0.2584227737434247,0.9380731330563806,0.1884827907117068,0.9339551240117909,0.30364792760308346,-0.9545877490084326,0.24687141661779147,-0.1667834916894917
3,0,-3.9993725869313277,3.9999357161953704,1032.6892808195446,-652.6319420416294,1030.8533784664626,-0.24517381882842373,-0.2526986900197683,0.935966436697054,0.18399409670501587,0.9357574778385146,0.3008390184916299,-0.9518592180248047,0.24597015008247458,-0.18292816713019464
4,0,-3.999535909029187,3.9998735341554905,1031.4339533319323,-650.9529377619489,1031.9988636300636,-0.25650492969770505,-0.24800929285802997,0.9341823225135634,0.17990380199549877,0.9373784852218516,0.2982552555626663,-0.9496524854220831,0.24456689493724806,-0.19582438773659766
5,0,-3.9996762906315166,3.9999348124008582,1030.3259767193993,-649.0339606204745,1033.0337403089286,-0.266781822502849,-0.2447961812188792,0.932149284633482,0.1787909660175243,0.9378434567647493,0.2974616632005986,-0.9470275865319758,0.24601723570554881,-0.20643224090054735
6,0,-3.9997944708764046,4.000029666553659,1029.25628465542,-647.1395591262076,1034.0523016761085,-0.27673871356917396,-0.24128297305385693,0.9301603148524293,0.1772028187806243,0.9385501880028381,0.29618019112702104,-0.9444653754523138,0.24679155478688736,-0.21697714869909895
7,0,-3.999883703965757,4.0000860291615705,1028.128277283676,-645.2952083240615,1035.1436482745705,-0.2872614757136601,-0.23671431859777517,0.9281417865507412,0.17454054136214187,0.9398231736294378,0.293714149693375,-0.9418155042214057,0.2463711299642936,-0.22865874645046147
8,0,-3.9999288146635865,4.000113796349895,1026.856718162207,-643.5256181978817,1036.396295854609,-0.2992415178720681,-0.23128545381199936,0.925722179077826,0.17081725641338677,0.9415203317712124,0.2904495305088814,-0.9387630046465529,0.24504388120580328,-0.2422344265181399
9,0,-3.9999012774827833,4.000113138060983,1025.547379517175,-641.8821695345562,1037.7012028922745,-0.3117323435474897,-0.22508545074637887,0.9231248484623785,0.16539181537960987,0.9438510820815657,0.2859907030987105,-0.9356647334338443,0.24182984661897539,-0.25700161846263914
10,0,-3.999821760780929,4.000106558099214,1024.263754714699,-640.2337754206419,1039.0117082153192,-0.3241594071117677,-0.21930337785953902,0.920231876887746,0.16020091085316257,0.94598291300451,0.28187230524710793,-0.9323391802036234,0.238793544223662,-0.2715166593311315
11,0,-3.999693318362328,4.000112917402558,1023.1444449481075,-638.5198364106244,1040.1795181054308,-0.3351751337806229,-0.21486723681608766,0.9173274770975527,0.15626120863179657,0.9474845144171962,0.2790260375243508,-0.9291071328819255,0.23686528973792165,-0.28399783475459595
12,0,-3.999764271228975,4.000128437979962,1022.2526908190324,-636.7339815268602,1041.1302660691458,-0.34404149501577247,-0.21135162335058333,0.9148584267603298,0.15325422347499765,0.9486317756257888,0.2767867360625119,-0.9263630998125885,0.23543204025819492,-0.2939781653889893
